trial,block,aoiInfo_emotion,aoiInfo_model,aoiInfo_sex,aoi,aoiInfo_faces
12,2_neutral,"[""n"",""s"",""s"",""n"",""n"",""n"",""s"",""s"",""n"",""n"",""s"",""s"",""s"",""n"",""n"",""s""]","[""12"",""04"",""13"",""10"",""11"",""01"",""16"",""06"",""09"",""03"",""14"",""15"",""08"",""05"",""07"",""02""]","[""f"",""f"",""m"",""m"",""f"",""m"",""f"",""m"",""m"",""f"",""m"",""f"",""f"",""m"",""f"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""101_y_f_n_b.jpg"",""054_y_f_s_a.jpg"",""160_y_m_s_b.jpg"",""072_y_m_n_b.jpg"",""106_y_f_n_b.jpg"",""008_y_m_n_b.jpg"",""177_y_f_s_b.jpg"",""119_y_m_s_b.jpg"",""062_y_m_n_a.jpg"",""048_y_f_n_a.jpg"",""175_y_m_s_b.jpg"",""173_y_f_s_b.jpg"",""090_y_f_s_a.jpg"",""144_y_m_n_b.jpg"",""069_y_f_n_b.jpg"",""049_y_m_s_a.jpg""]"
13,2_neutral,"[""h"",""n"",""n"",""n"",""n"",""h"",""n"",""n"",""h"",""n"",""h"",""h"",""n"",""h"",""h"",""h""]","[""08"",""05"",""03"",""13"",""07"",""06"",""09"",""16"",""01"",""11"",""12"",""02"",""14"",""10"",""15"",""04""]","[""f"",""m"",""f"",""m"",""f"",""m"",""m"",""f"",""m"",""f"",""f"",""m"",""m"",""m"",""f"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""090_y_f_h_a.jpg"",""144_y_m_n_b.jpg"",""048_y_f_n_a.jpg"",""160_y_m_n_a.jpg"",""069_y_f_n_b.jpg"",""119_y_m_h_a.jpg"",""062_y_m_n_a.jpg"",""177_y_f_n_a.jpg"",""008_y_m_h_a.jpg"",""106_y_f_n_b.jpg"",""101_y_f_h_b.jpg"",""049_y_m_h_a.jpg"",""175_y_m_n_b.jpg"",""072_y_m_h_b.jpg"",""173_y_f_h_b.jpg"",""054_y_f_h_a.jpg""]"
14,2_neutral,"[""n"",""s"",""s"",""n"",""s"",""s"",""n"",""n"",""s"",""n"",""s"",""n"",""s"",""s"",""n"",""n""]","[""04"",""10"",""03"",""02"",""09"",""11"",""15"",""13"",""07"",""14"",""01"",""16"",""05"",""12"",""08"",""06""]","[""f"",""m"",""f"",""m"",""m"",""f"",""f"",""m"",""f"",""m"",""m"",""f"",""m"",""f"",""f"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""054_y_f_n_b.jpg"",""072_y_m_s_a.jpg"",""048_y_f_s_b.jpg"",""049_y_m_n_a.jpg"",""062_y_m_s_b.jpg"",""106_y_f_s_a.jpg"",""173_y_f_n_b.jpg"",""160_y_m_n_a.jpg"",""069_y_f_s_b.jpg"",""175_y_m_n_b.jpg"",""008_y_m_s_b.jpg"",""177_y_f_n_a.jpg"",""144_y_m_s_a.jpg"",""101_y_f_s_b.jpg"",""090_y_f_n_a.jpg"",""119_y_m_n_b.jpg""]"
15,2_neutral,"[""s"",""n"",""s"",""n"",""s"",""n"",""s"",""s"",""n"",""n"",""s"",""n"",""s"",""s"",""n"",""n""]","[""07"",""15"",""05"",""14"",""12"",""06"",""10"",""01"",""08"",""16"",""03"",""02"",""09"",""11"",""13"",""04""]","[""f"",""f"",""m"",""m"",""f"",""m"",""m"",""m"",""f"",""f"",""f"",""m"",""m"",""f"",""m"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""069_y_f_s_b.jpg"",""173_y_f_n_b.jpg"",""144_y_m_s_a.jpg"",""175_y_m_n_b.jpg"",""101_y_f_s_b.jpg"",""119_y_m_n_b.jpg"",""072_y_m_s_a.jpg"",""008_y_m_s_b.jpg"",""090_y_f_n_a.jpg"",""177_y_f_n_a.jpg"",""048_y_f_s_b.jpg"",""049_y_m_n_a.jpg"",""062_y_m_s_b.jpg"",""106_y_f_s_a.jpg"",""160_y_m_n_a.jpg"",""054_y_f_n_b.jpg""]"
16,2_neutral,"[""n"",""h"",""n"",""h"",""h"",""h"",""n"",""h"",""n"",""n"",""h"",""n"",""h"",""h"",""n"",""n""]","[""01"",""09"",""04"",""07"",""13"",""14"",""10"",""03"",""15"",""08"",""16"",""02"",""05"",""11"",""12"",""06""]","[""m"",""m"",""f"",""f"",""m"",""m"",""m"",""f"",""f"",""f"",""f"",""m"",""m"",""f"",""f"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""008_y_m_n_b.jpg"",""062_y_m_h_b.jpg"",""054_y_f_n_b.jpg"",""069_y_f_h_b.jpg"",""160_y_m_h_b.jpg"",""175_y_m_h_b.jpg"",""072_y_m_n_b.jpg"",""048_y_f_h_a.jpg"",""173_y_f_n_b.jpg"",""090_y_f_n_a.jpg"",""177_y_f_h_a.jpg"",""049_y_m_n_a.jpg"",""144_y_m_h_b.jpg"",""106_y_f_h_a.jpg"",""101_y_f_n_b.jpg"",""119_y_m_n_b.jpg""]"
17,2_neutral,"[""n"",""n"",""s"",""s"",""s"",""n"",""n"",""n"",""s"",""s"",""s"",""n"",""s"",""n"",""n"",""s""]","[""03"",""01"",""02"",""08"",""04"",""09"",""11"",""07"",""14"",""13"",""15"",""05"",""06"",""10"",""12"",""16""]","[""f"",""m"",""m"",""f"",""f"",""m"",""f"",""f"",""m"",""m"",""f"",""m"",""m"",""m"",""f"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""048_y_f_n_a.jpg"",""008_y_m_n_b.jpg"",""049_y_m_s_a.jpg"",""090_y_f_s_a.jpg"",""054_y_f_s_a.jpg"",""062_y_m_n_a.jpg"",""106_y_f_n_b.jpg"",""069_y_f_n_b.jpg"",""175_y_m_s_b.jpg"",""160_y_m_s_b.jpg"",""173_y_f_s_b.jpg"",""144_y_m_n_b.jpg"",""119_y_m_s_b.jpg"",""072_y_m_n_b.jpg"",""101_y_f_n_b.jpg"",""177_y_f_s_b.jpg""]"
18,2_neutral,"[""n"",""s"",""s"",""n"",""s"",""s"",""n"",""s"",""n"",""s"",""n"",""n"",""n"",""n"",""s"",""s""]","[""05"",""06"",""15"",""12"",""13"",""16"",""01"",""08"",""10"",""14"",""03"",""11"",""07"",""09"",""02"",""04""]","[""m"",""m"",""f"",""f"",""m"",""f"",""m"",""f"",""m"",""m"",""f"",""f"",""f"",""m"",""m"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""144_y_m_n_b.jpg"",""119_y_m_s_b.jpg"",""173_y_f_s_b.jpg"",""101_y_f_n_b.jpg"",""160_y_m_s_b.jpg"",""177_y_f_s_b.jpg"",""008_y_m_n_b.jpg"",""090_y_f_s_a.jpg"",""072_y_m_n_b.jpg"",""175_y_m_s_b.jpg"",""048_y_f_n_a.jpg"",""106_y_f_n_b.jpg"",""069_y_f_n_b.jpg"",""062_y_m_n_a.jpg"",""049_y_m_s_a.jpg"",""054_y_f_s_a.jpg""]"
19,2_neutral,"[""h"",""n"",""n"",""h"",""n"",""h"",""n"",""n"",""h"",""h"",""n"",""h"",""n"",""h"",""h"",""n""]","[""09"",""04"",""10"",""11"",""08"",""07"",""02"",""06"",""16"",""05"",""15"",""14"",""12"",""03"",""13"",""01""]","[""m"",""f"",""m"",""f"",""f"",""f"",""m"",""m"",""f"",""m"",""f"",""m"",""f"",""f"",""m"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""062_y_m_h_b.jpg"",""054_y_f_n_b.jpg"",""072_y_m_n_b.jpg"",""106_y_f_h_a.jpg"",""090_y_f_n_a.jpg"",""069_y_f_h_b.jpg"",""049_y_m_n_a.jpg"",""119_y_m_n_b.jpg"",""177_y_f_h_a.jpg"",""144_y_m_h_b.jpg"",""173_y_f_n_b.jpg"",""175_y_m_h_b.jpg"",""101_y_f_n_b.jpg"",""048_y_f_h_a.jpg"",""160_y_m_h_b.jpg"",""008_y_m_n_b.jpg""]"
20,2_neutral,"[""n"",""h"",""n"",""h"",""n"",""n"",""n"",""n"",""h"",""h"",""h"",""n"",""n"",""h"",""h"",""h""]","[""04"",""07"",""01"",""09"",""10"",""02"",""08"",""12"",""03"",""16"",""05"",""15"",""06"",""13"",""11"",""14""]","[""f"",""f"",""m"",""m"",""m"",""m"",""f"",""f"",""f"",""f"",""m"",""f"",""m"",""m"",""f"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""054_y_f_n_b.jpg"",""069_y_f_h_b.jpg"",""008_y_m_n_b.jpg"",""062_y_m_h_b.jpg"",""072_y_m_n_b.jpg"",""049_y_m_n_a.jpg"",""090_y_f_n_a.jpg"",""101_y_f_n_b.jpg"",""048_y_f_h_a.jpg"",""177_y_f_h_a.jpg"",""144_y_m_h_b.jpg"",""173_y_f_n_b.jpg"",""119_y_m_n_b.jpg"",""160_y_m_h_b.jpg"",""106_y_f_h_a.jpg"",""175_y_m_h_b.jpg""]"
21,2_neutral,"[""s"",""s"",""n"",""s"",""s"",""n"",""n"",""n"",""n"",""s"",""s"",""n"",""n"",""s"",""s"",""n""]","[""08"",""15"",""01"",""06"",""02"",""07"",""09"",""11"",""05"",""04"",""13"",""12"",""10"",""16"",""14"",""03""]","[""f"",""f"",""m"",""m"",""m"",""f"",""m"",""f"",""m"",""f"",""m"",""f"",""m"",""f"",""m"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""090_y_f_s_a.jpg"",""173_y_f_s_b.jpg"",""008_y_m_n_b.jpg"",""119_y_m_s_b.jpg"",""049_y_m_s_a.jpg"",""069_y_f_n_b.jpg"",""062_y_m_n_a.jpg"",""106_y_f_n_b.jpg"",""144_y_m_n_b.jpg"",""054_y_f_s_a.jpg"",""160_y_m_s_b.jpg"",""101_y_f_n_b.jpg"",""072_y_m_n_b.jpg"",""177_y_f_s_b.jpg"",""175_y_m_s_b.jpg"",""048_y_f_n_a.jpg""]"
22,2_neutral,"[""h"",""n"",""h"",""n"",""n"",""n"",""h"",""h"",""n"",""n"",""h"",""h"",""n"",""n"",""h"",""h""]","[""13"",""10"",""11"",""08"",""02"",""06"",""07"",""05"",""12"",""15"",""09"",""16"",""04"",""01"",""14"",""03""]","[""m"",""m"",""f"",""f"",""m"",""m"",""f"",""m"",""f"",""f"",""m"",""f"",""f"",""m"",""m"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""160_y_m_h_b.jpg"",""072_y_m_n_b.jpg"",""106_y_f_h_a.jpg"",""090_y_f_n_a.jpg"",""049_y_m_n_a.jpg"",""119_y_m_n_b.jpg"",""069_y_f_h_b.jpg"",""144_y_m_h_b.jpg"",""101_y_f_n_b.jpg"",""173_y_f_n_b.jpg"",""062_y_m_h_b.jpg"",""177_y_f_h_a.jpg"",""054_y_f_n_b.jpg"",""008_y_m_n_b.jpg"",""175_y_m_h_b.jpg"",""048_y_f_h_a.jpg""]"
23,2_neutral,"[""h"",""n"",""h"",""n"",""h"",""n"",""h"",""n"",""h"",""n"",""h"",""n"",""h"",""h"",""n"",""n""]","[""05"",""12"",""07"",""01"",""16"",""10"",""14"",""02"",""13"",""04"",""03"",""08"",""11"",""09"",""06"",""15""]","[""m"",""f"",""f"",""m"",""f"",""m"",""m"",""m"",""m"",""f"",""f"",""f"",""f"",""m"",""m"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""144_y_m_h_b.jpg"",""101_y_f_n_b.jpg"",""069_y_f_h_b.jpg"",""008_y_m_n_b.jpg"",""177_y_f_h_a.jpg"",""072_y_m_n_b.jpg"",""175_y_m_h_b.jpg"",""049_y_m_n_a.jpg"",""160_y_m_h_b.jpg"",""054_y_f_n_b.jpg"",""048_y_f_h_a.jpg"",""090_y_f_n_a.jpg"",""106_y_f_h_a.jpg"",""062_y_m_h_b.jpg"",""119_y_m_n_b.jpg"",""173_y_f_n_b.jpg""]"
24,2_neutral,"[""n"",""s"",""s"",""n"",""s"",""s"",""n"",""n"",""n"",""n"",""s"",""s"",""s"",""n"",""n"",""s""]","[""01"",""02"",""08"",""03"",""15"",""13"",""07"",""05"",""11"",""09"",""04"",""14"",""16"",""12"",""10"",""06""]","[""m"",""m"",""f"",""f"",""f"",""m"",""f"",""m"",""f"",""m"",""f"",""m"",""f"",""f"",""m"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""008_y_m_n_b.jpg"",""049_y_m_s_a.jpg"",""090_y_f_s_a.jpg"",""048_y_f_n_a.jpg"",""173_y_f_s_b.jpg"",""160_y_m_s_b.jpg"",""069_y_f_n_b.jpg"",""144_y_m_n_b.jpg"",""106_y_f_n_b.jpg"",""062_y_m_n_a.jpg"",""054_y_f_s_a.jpg"",""175_y_m_s_b.jpg"",""177_y_f_s_b.jpg"",""101_y_f_n_b.jpg"",""072_y_m_n_b.jpg"",""119_y_m_s_b.jpg""]"
25,2_neutral,"[""n"",""h"",""n"",""n"",""h"",""h"",""h"",""n"",""h"",""n"",""n"",""n"",""n"",""h"",""h"",""h""]","[""12"",""16"",""06"",""02"",""14"",""03"",""13"",""08"",""11"",""01"",""04"",""10"",""15"",""07"",""09"",""05""]","[""f"",""f"",""m"",""m"",""m"",""f"",""m"",""f"",""f"",""m"",""f"",""m"",""f"",""f"",""m"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""101_y_f_n_b.jpg"",""177_y_f_h_a.jpg"",""119_y_m_n_b.jpg"",""049_y_m_n_a.jpg"",""175_y_m_h_b.jpg"",""048_y_f_h_a.jpg"",""160_y_m_h_b.jpg"",""090_y_f_n_a.jpg"",""106_y_f_h_a.jpg"",""008_y_m_n_b.jpg"",""054_y_f_n_b.jpg"",""072_y_m_n_b.jpg"",""173_y_f_n_b.jpg"",""069_y_f_h_b.jpg"",""062_y_m_h_b.jpg"",""144_y_m_h_b.jpg""]"
26,2_neutral,"[""n"",""h"",""n"",""h"",""h"",""h"",""n"",""h"",""h"",""n"",""h"",""h"",""n"",""n"",""n"",""n""]","[""07"",""12"",""05"",""01"",""02"",""10"",""03"",""15"",""06"",""14"",""04"",""08"",""09"",""11"",""16"",""13""]","[""f"",""f"",""m"",""m"",""m"",""m"",""f"",""f"",""m"",""m"",""f"",""f"",""m"",""f"",""f"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""069_y_f_n_b.jpg"",""101_y_f_h_b.jpg"",""144_y_m_n_b.jpg"",""008_y_m_h_a.jpg"",""049_y_m_h_a.jpg"",""072_y_m_h_b.jpg"",""048_y_f_n_a.jpg"",""173_y_f_h_b.jpg"",""119_y_m_h_a.jpg"",""175_y_m_n_b.jpg"",""054_y_f_h_a.jpg"",""090_y_f_h_a.jpg"",""062_y_m_n_a.jpg"",""106_y_f_n_b.jpg"",""177_y_f_n_a.jpg"",""160_y_m_n_a.jpg""]"
27,2_neutral,"[""s"",""n"",""n"",""s"",""s"",""n"",""s"",""s"",""n"",""s"",""n"",""n"",""n"",""s"",""n"",""s""]","[""04"",""10"",""03"",""02"",""16"",""11"",""13"",""14"",""07"",""15"",""09"",""01"",""12"",""06"",""05"",""08""]","[""f"",""m"",""f"",""m"",""f"",""f"",""m"",""m"",""f"",""f"",""m"",""m"",""f"",""m"",""m"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""054_y_f_s_a.jpg"",""072_y_m_n_b.jpg"",""048_y_f_n_a.jpg"",""049_y_m_s_a.jpg"",""177_y_f_s_b.jpg"",""106_y_f_n_b.jpg"",""160_y_m_s_b.jpg"",""175_y_m_s_b.jpg"",""069_y_f_n_b.jpg"",""173_y_f_s_b.jpg"",""062_y_m_n_a.jpg"",""008_y_m_n_b.jpg"",""101_y_f_n_b.jpg"",""119_y_m_s_b.jpg"",""144_y_m_n_b.jpg"",""090_y_f_s_a.jpg""]"
28,2_neutral,"[""n"",""s"",""n"",""s"",""n"",""n"",""s"",""s"",""n"",""s"",""n"",""s"",""n"",""n"",""s"",""s""]","[""06"",""12"",""04"",""10"",""16"",""14"",""01"",""03"",""13"",""11"",""15"",""09"",""02"",""08"",""07"",""05""]","[""m"",""f"",""f"",""m"",""f"",""m"",""m"",""f"",""m"",""f"",""f"",""m"",""m"",""f"",""f"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""119_y_m_n_b.jpg"",""101_y_f_s_b.jpg"",""054_y_f_n_b.jpg"",""072_y_m_s_a.jpg"",""177_y_f_n_a.jpg"",""175_y_m_n_b.jpg"",""008_y_m_s_b.jpg"",""048_y_f_s_b.jpg"",""160_y_m_n_a.jpg"",""106_y_f_s_a.jpg"",""173_y_f_n_b.jpg"",""062_y_m_s_b.jpg"",""049_y_m_n_a.jpg"",""090_y_f_n_a.jpg"",""069_y_f_s_b.jpg"",""144_y_m_s_a.jpg""]"
29,2_neutral,"[""h"",""n"",""h"",""n"",""n"",""n"",""h"",""h"",""n"",""h"",""n"",""h"",""h"",""n"",""n"",""h""]","[""12"",""07"",""01"",""05"",""13"",""16"",""10"",""02"",""03"",""08"",""14"",""04"",""06"",""09"",""11"",""15""]","[""f"",""f"",""m"",""m"",""m"",""f"",""m"",""m"",""f"",""f"",""m"",""f"",""m"",""m"",""f"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""101_y_f_h_b.jpg"",""069_y_f_n_b.jpg"",""008_y_m_h_a.jpg"",""144_y_m_n_b.jpg"",""160_y_m_n_a.jpg"",""177_y_f_n_a.jpg"",""072_y_m_h_b.jpg"",""049_y_m_h_a.jpg"",""048_y_f_n_a.jpg"",""090_y_f_h_a.jpg"",""175_y_m_n_b.jpg"",""054_y_f_h_a.jpg"",""119_y_m_h_a.jpg"",""062_y_m_n_a.jpg"",""106_y_f_n_b.jpg"",""173_y_f_h_b.jpg""]"
30,2_neutral,"[""s"",""s"",""n"",""n"",""s"",""n"",""s"",""n"",""s"",""s"",""n"",""n"",""s"",""n"",""n"",""s""]","[""12"",""05"",""15"",""13"",""10"",""16"",""03"",""06"",""11"",""01"",""14"",""08"",""07"",""04"",""02"",""09""]","[""f"",""m"",""f"",""m"",""m"",""f"",""f"",""m"",""f"",""m"",""m"",""f"",""f"",""f"",""m"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""101_y_f_s_b.jpg"",""144_y_m_s_a.jpg"",""173_y_f_n_b.jpg"",""160_y_m_n_a.jpg"",""072_y_m_s_a.jpg"",""177_y_f_n_a.jpg"",""048_y_f_s_b.jpg"",""119_y_m_n_b.jpg"",""106_y_f_s_a.jpg"",""008_y_m_s_b.jpg"",""175_y_m_n_b.jpg"",""090_y_f_n_a.jpg"",""069_y_f_s_b.jpg"",""054_y_f_n_b.jpg"",""049_y_m_n_a.jpg"",""062_y_m_s_b.jpg""]"
31,2_neutral,"[""n"",""h"",""n"",""n"",""n"",""n"",""h"",""h"",""n"",""h"",""n"",""h"",""h"",""n"",""h"",""h""]","[""15"",""03"",""02"",""12"",""04"",""08"",""16"",""13"",""01"",""14"",""10"",""05"",""09"",""06"",""07"",""11""]","[""f"",""f"",""m"",""f"",""f"",""f"",""f"",""m"",""m"",""m"",""m"",""m"",""m"",""m"",""f"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""173_y_f_n_b.jpg"",""048_y_f_h_a.jpg"",""049_y_m_n_a.jpg"",""101_y_f_n_b.jpg"",""054_y_f_n_b.jpg"",""090_y_f_n_a.jpg"",""177_y_f_h_a.jpg"",""160_y_m_h_b.jpg"",""008_y_m_n_b.jpg"",""175_y_m_h_b.jpg"",""072_y_m_n_b.jpg"",""144_y_m_h_b.jpg"",""062_y_m_h_b.jpg"",""119_y_m_n_b.jpg"",""069_y_f_h_b.jpg"",""106_y_f_h_a.jpg""]"
32,2_neutral,"[""h"",""n"",""n"",""h"",""n"",""n"",""h"",""h"",""n"",""h"",""n"",""h"",""h"",""h"",""n"",""n""]","[""06"",""14"",""16"",""15"",""09"",""03"",""04"",""10"",""11"",""01"",""13"",""12"",""02"",""08"",""05"",""07""]","[""m"",""m"",""f"",""f"",""m"",""f"",""f"",""m"",""f"",""m"",""m"",""f"",""m"",""f"",""m"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""119_y_m_h_a.jpg"",""175_y_m_n_b.jpg"",""177_y_f_n_a.jpg"",""173_y_f_h_b.jpg"",""062_y_m_n_a.jpg"",""048_y_f_n_a.jpg"",""054_y_f_h_a.jpg"",""072_y_m_h_b.jpg"",""106_y_f_n_b.jpg"",""008_y_m_h_a.jpg"",""160_y_m_n_a.jpg"",""101_y_f_h_b.jpg"",""049_y_m_h_a.jpg"",""090_y_f_h_a.jpg"",""144_y_m_n_b.jpg"",""069_y_f_n_b.jpg""]"
