trial,block,aoiInfo_emotion,aoiInfo_model,aoiInfo_sex,aoi,aoiInfo_faces
13,2_happysad,"[""h"",""s"",""h"",""s"",""h"",""s"",""h"",""s"",""h"",""s"",""h"",""s"",""h"",""h"",""s"",""s""]","[""11"",""12"",""10"",""02"",""13"",""07"",""14"",""09"",""04"",""01"",""15"",""03"",""06"",""16"",""08"",""05""]","[""f"",""f"",""m"",""m"",""m"",""f"",""m"",""m"",""f"",""m"",""f"",""f"",""m"",""f"",""f"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""106_y_f_h_a.jpg"",""101_y_f_s_b.jpg"",""072_y_m_h_b.jpg"",""049_y_m_s_a.jpg"",""160_y_m_h_b.jpg"",""069_y_f_s_b.jpg"",""175_y_m_h_b.jpg"",""062_y_m_s_b.jpg"",""054_y_f_h_a.jpg"",""008_y_m_s_b.jpg"",""173_y_f_h_b.jpg"",""048_y_f_s_b.jpg"",""119_y_m_h_a.jpg"",""177_y_f_h_a.jpg"",""090_y_f_s_a.jpg"",""144_y_m_s_a.jpg""]"
14,2_happysad,"[""h"",""s"",""s"",""h"",""h"",""h"",""s"",""h"",""h"",""h"",""s"",""s"",""s"",""h"",""s"",""s""]","[""03"",""16"",""10"",""09"",""05"",""07"",""15"",""12"",""08"",""01"",""14"",""11"",""13"",""02"",""04"",""06""]","[""f"",""f"",""m"",""m"",""m"",""f"",""f"",""f"",""f"",""m"",""m"",""f"",""m"",""m"",""f"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""048_y_f_h_a.jpg"",""177_y_f_s_b.jpg"",""072_y_m_s_a.jpg"",""062_y_m_h_b.jpg"",""144_y_m_h_b.jpg"",""069_y_f_h_b.jpg"",""173_y_f_s_b.jpg"",""101_y_f_h_b.jpg"",""090_y_f_h_a.jpg"",""008_y_m_h_a.jpg"",""175_y_m_s_b.jpg"",""106_y_f_s_a.jpg"",""160_y_m_s_b.jpg"",""049_y_m_h_a.jpg"",""054_y_f_s_a.jpg"",""119_y_m_s_b.jpg""]"
15,2_happysad,"[""s"",""h"",""h"",""s"",""s"",""h"",""s"",""h"",""s"",""h"",""s"",""h"",""s"",""s"",""h"",""h""]","[""04"",""01"",""12"",""13"",""11"",""02"",""06"",""03"",""10"",""08"",""16"",""05"",""15"",""14"",""07"",""09""]","[""f"",""m"",""f"",""m"",""f"",""m"",""m"",""f"",""m"",""f"",""f"",""m"",""f"",""m"",""f"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""054_y_f_s_a.jpg"",""008_y_m_h_a.jpg"",""101_y_f_h_b.jpg"",""160_y_m_s_b.jpg"",""106_y_f_s_a.jpg"",""049_y_m_h_a.jpg"",""119_y_m_s_b.jpg"",""048_y_f_h_a.jpg"",""072_y_m_s_a.jpg"",""090_y_f_h_a.jpg"",""177_y_f_s_b.jpg"",""144_y_m_h_b.jpg"",""173_y_f_s_b.jpg"",""175_y_m_s_b.jpg"",""069_y_f_h_b.jpg"",""062_y_m_h_b.jpg""]"
16,2_happysad,"[""s"",""s"",""h"",""s"",""h"",""s"",""h"",""s"",""s"",""s"",""h"",""h"",""h"",""s"",""h"",""h""]","[""11"",""14"",""02"",""10"",""03"",""13"",""07"",""06"",""04"",""15"",""09"",""01"",""08"",""16"",""05"",""12""]","[""f"",""m"",""m"",""m"",""f"",""m"",""f"",""m"",""f"",""f"",""m"",""m"",""f"",""f"",""m"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""106_y_f_s_a.jpg"",""175_y_m_s_b.jpg"",""049_y_m_h_a.jpg"",""072_y_m_s_a.jpg"",""048_y_f_h_a.jpg"",""160_y_m_s_b.jpg"",""069_y_f_h_b.jpg"",""119_y_m_s_b.jpg"",""054_y_f_s_a.jpg"",""173_y_f_s_b.jpg"",""062_y_m_h_b.jpg"",""008_y_m_h_a.jpg"",""090_y_f_h_a.jpg"",""177_y_f_s_b.jpg"",""144_y_m_h_b.jpg"",""101_y_f_h_b.jpg""]"
17,2_happysad,"[""s"",""h"",""h"",""s"",""s"",""s"",""h"",""h"",""h"",""h"",""s"",""s"",""h"",""h"",""s"",""s""]","[""13"",""12"",""01"",""11"",""10"",""16"",""08"",""09"",""03"",""02"",""06"",""04"",""05"",""07"",""14"",""15""]","[""m"",""f"",""m"",""f"",""m"",""f"",""f"",""m"",""f"",""m"",""m"",""f"",""m"",""f"",""m"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""160_y_m_s_b.jpg"",""101_y_f_h_b.jpg"",""008_y_m_h_a.jpg"",""106_y_f_s_a.jpg"",""072_y_m_s_a.jpg"",""177_y_f_s_b.jpg"",""090_y_f_h_a.jpg"",""062_y_m_h_b.jpg"",""048_y_f_h_a.jpg"",""049_y_m_h_a.jpg"",""119_y_m_s_b.jpg"",""054_y_f_s_a.jpg"",""144_y_m_h_b.jpg"",""069_y_f_h_b.jpg"",""175_y_m_s_b.jpg"",""173_y_f_s_b.jpg""]"
18,2_happysad,"[""s"",""s"",""s"",""h"",""h"",""s"",""s"",""h"",""s"",""h"",""h"",""h"",""h"",""s"",""s"",""h""]","[""09"",""08"",""03"",""10"",""06"",""01"",""07"",""11"",""05"",""15"",""14"",""13"",""04"",""12"",""02"",""16""]","[""m"",""f"",""f"",""m"",""m"",""m"",""f"",""f"",""m"",""f"",""m"",""m"",""f"",""f"",""m"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""062_y_m_s_b.jpg"",""090_y_f_s_a.jpg"",""048_y_f_s_b.jpg"",""072_y_m_h_b.jpg"",""119_y_m_h_a.jpg"",""008_y_m_s_b.jpg"",""069_y_f_s_b.jpg"",""106_y_f_h_a.jpg"",""144_y_m_s_a.jpg"",""173_y_f_h_b.jpg"",""175_y_m_h_b.jpg"",""160_y_m_h_b.jpg"",""054_y_f_h_a.jpg"",""101_y_f_s_b.jpg"",""049_y_m_s_a.jpg"",""177_y_f_h_a.jpg""]"
19,2_happysad,"[""h"",""h"",""s"",""s"",""s"",""h"",""s"",""h"",""s"",""s"",""h"",""s"",""h"",""h"",""h"",""s""]","[""14"",""15"",""08"",""05"",""12"",""04"",""09"",""16"",""02"",""03"",""13"",""07"",""10"",""06"",""11"",""01""]","[""m"",""f"",""f"",""m"",""f"",""f"",""m"",""f"",""m"",""f"",""m"",""f"",""m"",""m"",""f"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""175_y_m_h_b.jpg"",""173_y_f_h_b.jpg"",""090_y_f_s_a.jpg"",""144_y_m_s_a.jpg"",""101_y_f_s_b.jpg"",""054_y_f_h_a.jpg"",""062_y_m_s_b.jpg"",""177_y_f_h_a.jpg"",""049_y_m_s_a.jpg"",""048_y_f_s_b.jpg"",""160_y_m_h_b.jpg"",""069_y_f_s_b.jpg"",""072_y_m_h_b.jpg"",""119_y_m_h_a.jpg"",""106_y_f_h_a.jpg"",""008_y_m_s_b.jpg""]"
20,2_happysad,"[""s"",""h"",""s"",""h"",""h"",""s"",""h"",""s"",""h"",""s"",""h"",""s"",""s"",""h"",""s"",""h""]","[""10"",""02"",""11"",""03"",""12"",""15"",""09"",""04"",""01"",""13"",""07"",""14"",""06"",""05"",""16"",""08""]","[""m"",""m"",""f"",""f"",""f"",""f"",""m"",""f"",""m"",""m"",""f"",""m"",""m"",""m"",""f"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""072_y_m_s_a.jpg"",""049_y_m_h_a.jpg"",""106_y_f_s_a.jpg"",""048_y_f_h_a.jpg"",""101_y_f_h_b.jpg"",""173_y_f_s_b.jpg"",""062_y_m_h_b.jpg"",""054_y_f_s_a.jpg"",""008_y_m_h_a.jpg"",""160_y_m_s_b.jpg"",""069_y_f_h_b.jpg"",""175_y_m_s_b.jpg"",""119_y_m_s_b.jpg"",""144_y_m_h_b.jpg"",""177_y_f_s_b.jpg"",""090_y_f_h_a.jpg""]"
21,2_happysad,"[""h"",""h"",""s"",""s"",""h"",""s"",""h"",""h"",""s"",""h"",""s"",""s"",""h"",""s"",""h"",""s""]","[""15"",""14"",""05"",""08"",""16"",""03"",""04"",""13"",""07"",""06"",""02"",""09"",""11"",""01"",""10"",""12""]","[""f"",""m"",""m"",""f"",""f"",""f"",""f"",""m"",""f"",""m"",""m"",""m"",""f"",""m"",""m"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""173_y_f_h_b.jpg"",""175_y_m_h_b.jpg"",""144_y_m_s_a.jpg"",""090_y_f_s_a.jpg"",""177_y_f_h_a.jpg"",""048_y_f_s_b.jpg"",""054_y_f_h_a.jpg"",""160_y_m_h_b.jpg"",""069_y_f_s_b.jpg"",""119_y_m_h_a.jpg"",""049_y_m_s_a.jpg"",""062_y_m_s_b.jpg"",""106_y_f_h_a.jpg"",""008_y_m_s_b.jpg"",""072_y_m_h_b.jpg"",""101_y_f_s_b.jpg""]"
22,2_happysad,"[""s"",""s"",""h"",""h"",""s"",""h"",""h"",""h"",""s"",""s"",""s"",""h"",""s"",""s"",""h"",""h""]","[""08"",""02"",""11"",""14"",""03"",""15"",""13"",""04"",""01"",""07"",""09"",""06"",""12"",""05"",""16"",""10""]","[""f"",""m"",""f"",""m"",""f"",""f"",""m"",""f"",""m"",""f"",""m"",""m"",""f"",""m"",""f"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""090_y_f_s_a.jpg"",""049_y_m_s_a.jpg"",""106_y_f_h_a.jpg"",""175_y_m_h_b.jpg"",""048_y_f_s_b.jpg"",""173_y_f_h_b.jpg"",""160_y_m_h_b.jpg"",""054_y_f_h_a.jpg"",""008_y_m_s_b.jpg"",""069_y_f_s_b.jpg"",""062_y_m_s_b.jpg"",""119_y_m_h_a.jpg"",""101_y_f_s_b.jpg"",""144_y_m_s_a.jpg"",""177_y_f_h_a.jpg"",""072_y_m_h_b.jpg""]"
23,2_happysad,"[""h"",""s"",""s"",""h"",""s"",""h"",""s"",""h"",""h"",""h"",""s"",""s"",""s"",""s"",""h"",""h""]","[""08"",""11"",""14"",""01"",""15"",""03"",""04"",""02"",""07"",""09"",""13"",""06"",""16"",""10"",""12"",""05""]","[""f"",""f"",""m"",""m"",""f"",""f"",""f"",""m"",""f"",""m"",""m"",""m"",""f"",""m"",""f"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""090_y_f_h_a.jpg"",""106_y_f_s_a.jpg"",""175_y_m_s_b.jpg"",""008_y_m_h_a.jpg"",""173_y_f_s_b.jpg"",""048_y_f_h_a.jpg"",""054_y_f_s_a.jpg"",""049_y_m_h_a.jpg"",""069_y_f_h_b.jpg"",""062_y_m_h_b.jpg"",""160_y_m_s_b.jpg"",""119_y_m_s_b.jpg"",""177_y_f_s_b.jpg"",""072_y_m_s_a.jpg"",""101_y_f_h_b.jpg"",""144_y_m_h_b.jpg""]"
24,2_happysad,"[""s"",""s"",""s"",""h"",""s"",""h"",""s"",""h"",""s"",""h"",""s"",""h"",""h"",""h"",""s"",""h""]","[""14"",""13"",""04"",""02"",""06"",""08"",""16"",""01"",""11"",""05"",""10"",""03"",""12"",""09"",""15"",""07""]","[""m"",""m"",""f"",""m"",""m"",""f"",""f"",""m"",""f"",""m"",""m"",""f"",""f"",""m"",""f"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""175_y_m_s_b.jpg"",""160_y_m_s_b.jpg"",""054_y_f_s_a.jpg"",""049_y_m_h_a.jpg"",""119_y_m_s_b.jpg"",""090_y_f_h_a.jpg"",""177_y_f_s_b.jpg"",""008_y_m_h_a.jpg"",""106_y_f_s_a.jpg"",""144_y_m_h_b.jpg"",""072_y_m_s_a.jpg"",""048_y_f_h_a.jpg"",""101_y_f_h_b.jpg"",""062_y_m_h_b.jpg"",""173_y_f_s_b.jpg"",""069_y_f_h_b.jpg""]"
25,2_happysad,"[""s"",""s"",""h"",""s"",""h"",""s"",""h"",""h"",""s"",""s"",""h"",""s"",""h"",""s"",""h"",""h""]","[""12"",""01"",""04"",""07"",""11"",""05"",""16"",""06"",""03"",""08"",""10"",""02"",""13"",""09"",""15"",""14""]","[""f"",""m"",""f"",""f"",""f"",""m"",""f"",""m"",""f"",""f"",""m"",""m"",""m"",""m"",""f"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""101_y_f_s_b.jpg"",""008_y_m_s_b.jpg"",""054_y_f_h_a.jpg"",""069_y_f_s_b.jpg"",""106_y_f_h_a.jpg"",""144_y_m_s_a.jpg"",""177_y_f_h_a.jpg"",""119_y_m_h_a.jpg"",""048_y_f_s_b.jpg"",""090_y_f_s_a.jpg"",""072_y_m_h_b.jpg"",""049_y_m_s_a.jpg"",""160_y_m_h_b.jpg"",""062_y_m_s_b.jpg"",""173_y_f_h_b.jpg"",""175_y_m_h_b.jpg""]"
26,2_happysad,"[""h"",""s"",""h"",""h"",""s"",""s"",""s"",""h"",""s"",""h"",""h"",""h"",""s"",""s"",""h"",""s""]","[""16"",""05"",""06"",""13"",""09"",""12"",""01"",""10"",""08"",""14"",""11"",""15"",""07"",""02"",""04"",""03""]","[""f"",""m"",""m"",""m"",""m"",""f"",""m"",""m"",""f"",""m"",""f"",""f"",""f"",""m"",""f"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""177_y_f_h_a.jpg"",""144_y_m_s_a.jpg"",""119_y_m_h_a.jpg"",""160_y_m_h_b.jpg"",""062_y_m_s_b.jpg"",""101_y_f_s_b.jpg"",""008_y_m_s_b.jpg"",""072_y_m_h_b.jpg"",""090_y_f_s_a.jpg"",""175_y_m_h_b.jpg"",""106_y_f_h_a.jpg"",""173_y_f_h_b.jpg"",""069_y_f_s_b.jpg"",""049_y_m_s_a.jpg"",""054_y_f_h_a.jpg"",""048_y_f_s_b.jpg""]"
27,2_happysad,"[""h"",""s"",""h"",""h"",""s"",""h"",""s"",""s"",""h"",""h"",""s"",""h"",""s"",""s"",""h"",""s""]","[""02"",""10"",""03"",""05"",""04"",""01"",""14"",""13"",""12"",""07"",""15"",""09"",""11"",""06"",""08"",""16""]","[""m"",""m"",""f"",""m"",""f"",""m"",""m"",""m"",""f"",""f"",""f"",""m"",""f"",""m"",""f"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""049_y_m_h_a.jpg"",""072_y_m_s_a.jpg"",""048_y_f_h_a.jpg"",""144_y_m_h_b.jpg"",""054_y_f_s_a.jpg"",""008_y_m_h_a.jpg"",""175_y_m_s_b.jpg"",""160_y_m_s_b.jpg"",""101_y_f_h_b.jpg"",""069_y_f_h_b.jpg"",""173_y_f_s_b.jpg"",""062_y_m_h_b.jpg"",""106_y_f_s_a.jpg"",""119_y_m_s_b.jpg"",""090_y_f_h_a.jpg"",""177_y_f_s_b.jpg""]"
28,2_happysad,"[""s"",""h"",""h"",""s"",""s"",""s"",""h"",""s"",""h"",""s"",""h"",""h"",""h"",""h"",""s"",""s""]","[""15"",""08"",""05"",""14"",""13"",""04"",""03"",""16"",""09"",""06"",""02"",""07"",""01"",""12"",""10"",""11""]","[""f"",""f"",""m"",""m"",""m"",""f"",""f"",""f"",""m"",""m"",""m"",""f"",""m"",""f"",""m"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""173_y_f_s_b.jpg"",""090_y_f_h_a.jpg"",""144_y_m_h_b.jpg"",""175_y_m_s_b.jpg"",""160_y_m_s_b.jpg"",""054_y_f_s_a.jpg"",""048_y_f_h_a.jpg"",""177_y_f_s_b.jpg"",""062_y_m_h_b.jpg"",""119_y_m_s_b.jpg"",""049_y_m_h_a.jpg"",""069_y_f_h_b.jpg"",""008_y_m_h_a.jpg"",""101_y_f_h_b.jpg"",""072_y_m_s_a.jpg"",""106_y_f_s_a.jpg""]"
29,2_happysad,"[""h"",""s"",""s"",""s"",""h"",""h"",""s"",""s"",""s"",""s"",""h"",""h"",""h"",""h"",""s"",""h""]","[""07"",""06"",""15"",""04"",""02"",""05"",""10"",""11"",""14"",""16"",""08"",""12"",""09"",""03"",""13"",""01""]","[""f"",""m"",""f"",""f"",""m"",""m"",""m"",""f"",""m"",""f"",""f"",""f"",""m"",""f"",""m"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""069_y_f_h_b.jpg"",""119_y_m_s_b.jpg"",""173_y_f_s_b.jpg"",""054_y_f_s_a.jpg"",""049_y_m_h_a.jpg"",""144_y_m_h_b.jpg"",""072_y_m_s_a.jpg"",""106_y_f_s_a.jpg"",""175_y_m_s_b.jpg"",""177_y_f_s_b.jpg"",""090_y_f_h_a.jpg"",""101_y_f_h_b.jpg"",""062_y_m_h_b.jpg"",""048_y_f_h_a.jpg"",""160_y_m_s_b.jpg"",""008_y_m_h_a.jpg""]"
30,2_happysad,"[""h"",""h"",""h"",""s"",""s"",""h"",""s"",""h"",""s"",""s"",""h"",""h"",""s"",""s"",""h"",""s""]","[""12"",""05"",""08"",""15"",""16"",""09"",""13"",""07"",""06"",""04"",""03"",""02"",""14"",""11"",""01"",""10""]","[""f"",""m"",""f"",""f"",""f"",""m"",""m"",""f"",""m"",""f"",""f"",""m"",""m"",""f"",""m"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""101_y_f_h_b.jpg"",""144_y_m_h_b.jpg"",""090_y_f_h_a.jpg"",""173_y_f_s_b.jpg"",""177_y_f_s_b.jpg"",""062_y_m_h_b.jpg"",""160_y_m_s_b.jpg"",""069_y_f_h_b.jpg"",""119_y_m_s_b.jpg"",""054_y_f_s_a.jpg"",""048_y_f_h_a.jpg"",""049_y_m_h_a.jpg"",""175_y_m_s_b.jpg"",""106_y_f_s_a.jpg"",""008_y_m_h_a.jpg"",""072_y_m_s_a.jpg""]"
31,2_happysad,"[""h"",""s"",""h"",""s"",""h"",""h"",""h"",""s"",""h"",""s"",""s"",""s"",""s"",""h"",""s"",""h""]","[""06"",""07"",""16"",""09"",""14"",""10"",""11"",""01"",""15"",""12"",""05"",""08"",""02"",""13"",""03"",""04""]","[""m"",""f"",""f"",""m"",""m"",""m"",""f"",""m"",""f"",""f"",""m"",""f"",""m"",""m"",""f"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""119_y_m_h_a.jpg"",""069_y_f_s_b.jpg"",""177_y_f_h_a.jpg"",""062_y_m_s_b.jpg"",""175_y_m_h_b.jpg"",""072_y_m_h_b.jpg"",""106_y_f_h_a.jpg"",""008_y_m_s_b.jpg"",""173_y_f_h_b.jpg"",""101_y_f_s_b.jpg"",""144_y_m_s_a.jpg"",""090_y_f_s_a.jpg"",""049_y_m_s_a.jpg"",""160_y_m_h_b.jpg"",""048_y_f_s_b.jpg"",""054_y_f_h_a.jpg""]"
